Employee_ID,Country,Age,Education_Level,Marital_Status,Number_of_Children,Industry_Sector,Years_of_Experience,Remote_Work_Type,Monthly_Salary_USD,Weekly_Work_Hours,Promotion_Last_2_Years,Work_Life_Balance_Score
33229,USA,36,Diploma,Single,0,Retail,15,Hybrid,5439,34,Yes,7.64
33230,Japan,32,Bachelor,Single,1,Retail,9,Yes,777,38,No,6.7
33231,UK,31,Bachelor,Divorced,2,Manufacturing,15,No,7149,35,No,6.48
33232,Australia,40,Bachelor,Single,4,Government,7,Yes,1738,44,No,2.04
33233,USA,38,Master,Married,0,Retail,8,Hybrid,5968,27,Yes,2.17
33234,UK,40,High School,Single,0,Healthcare,10,Yes,6768,29,No,4.04
33235,Japan,25,Diploma,Single,0,Manufacturing,11,No,2668,50,Yes,4.97
33236,France,21,High School,Divorced,4,Education,9,Yes,2383,54,Yes,3.28
33237,South Africa,22,PhD,Divorced,0,IT,16,Yes,2475,49,No,1.58
33238,South Africa,45,Master,Divorced,0,Finance,7,Yes,1443,57,Yes,7.59
33239,Brazil,42,Diploma,Divorced,4,Hospitality,4,Yes,2962,28,No,2.21
33240,France,50,PhD,Married,4,Healthcare,8,Yes,1862,51,Yes,2.67
33241,Germany,56,Master,Divorced,0,Education,8,No,2304,49,No,8.09
33242,Australia,53,Diploma,Married,0,Finance,5,No,4260,35,Yes,4.84
33243,Brazil,53,Diploma,Divorced,3,Manufacturing,10,Hybrid,1482,51,No,7.53
33244,Germany,56,High School,Single,4,Finance,28,Hybrid,845,37,Yes,5.42
33245,Germany,39,PhD,Single,3,Finance,3,No,7162,35,Yes,1.47
33246,Australia,24,PhD,Married,0,Government,1,No,1154,43,Yes,5.45
33247,France,51,PhD,Married,2,Government,9,No,1670,53,Yes,6.31
33248,Brazil,39,High School,Divorced,0,Retail,10,No,2612,35,No,1.97
33249,Australia,31,Bachelor,Divorced,4,Finance,4,Hybrid,1991,34,Yes,6.81
33250,India,37,High School,Single,1,Hospitality,28,Hybrid,2263,33,Yes,6.07
33251,Germany,49,Master,Divorced,2,Manufacturing,14,Hybrid,793,38,Yes,8.67
33252,Brazil,38,PhD,Divorced,2,Hospitality,12,Hybrid,3730,26,Yes,6.69
33253,France,37,PhD,Married,0,IT,8,Hybrid,2322,48,Yes,8.17
33254,Australia,30,Bachelor,Divorced,0,Finance,15,No,1137,44,No,7.63
33255,Germany,25,PhD,Single,2,IT,14,No,3206,33,No,6.11
33256,Australia,22,Master,Single,0,Retail,23,Yes,3083,43,No,6.85
33257,Germany,41,PhD,Divorced,1,Government,5,No,564,51,No,7.73
33258,UK,22,Bachelor,Divorced,1,Manufacturing,6,No,1619,28,Yes,7.3
33259,South Africa,52,Master,Married,1,Finance,16,Yes,2356,52,Yes,6.66
33260,Brazil,37,High School,Married,2,Education,7,Hybrid,1336,26,No,5.16
33261,Brazil,22,PhD,Married,0,Healthcare,21,Yes,2156,31,Yes,8.69
33262,Canada,55,Master,Married,2,Manufacturing,26,No,6134,58,No,5.16
33263,India,48,Master,Single,2,IT,15,Yes,5748,41,No,8.73
33264,France,22,PhD,Divorced,4,Retail,5,Yes,4794,45,No,3.28
33265,USA,59,PhD,Married,3,Finance,4,Yes,6667,57,No,2.25
33266,South Africa,29,Master,Single,3,Finance,6,No,2989,35,Yes,3.55
33267,Canada,45,Bachelor,Divorced,3,Hospitality,15,Yes,2769,51,Yes,1.68
33268,India,55,Bachelor,Divorced,0,Manufacturing,24,No,892,49,Yes,3.45
33269,Canada,54,Bachelor,Single,1,Hospitality,22,Yes,5975,33,Yes,4.54
33270,Germany,54,Master,Divorced,3,Healthcare,16,Yes,2562,27,Yes,3.03
33271,Japan,25,Master,Married,2,IT,9,No,2414,50,No,4.58
33272,South Africa,47,Bachelor,Single,0,Finance,7,No,3253,28,Yes,3.51
33273,Germany,24,PhD,Single,0,Retail,29,Yes,2050,34,No,7.95
33274,Japan,40,PhD,Divorced,3,Education,8,Hybrid,3704,56,Yes,5.75
33275,UK,34,Master,Single,1,Retail,9,No,3217,40,No,1.83
33276,Canada,23,Diploma,Single,2,Retail,3,Yes,2793,41,No,1.75
33277,Australia,41,PhD,Married,0,IT,0,Hybrid,5802,52,No,8.4
33278,UK,25,Master,Married,0,Education,27,Yes,1943,48,No,5.67
33279,France,27,Master,Married,4,Retail,4,Hybrid,2217,27,No,2.84
33280,Australia,58,High School,Divorced,0,Finance,26,No,1850,47,No,9.62
33281,South Africa,23,High School,Divorced,0,Education,8,Yes,1775,46,No,4.35
33282,Germany,27,High School,Single,0,Healthcare,19,Yes,4598,29,Yes,5.16
33283,USA,33,Master,Divorced,0,IT,12,Yes,1617,41,No,4.25
33284,Brazil,50,High School,Single,0,Manufacturing,7,Hybrid,1351,47,Yes,5.14
33285,Brazil,39,PhD,Single,4,Education,11,Hybrid,1422,49,No,6.58
33286,France,57,Master,Divorced,2,Retail,17,No,4694,42,Yes,9.38
33287,India,39,Diploma,Single,0,Hospitality,13,Yes,6667,53,Yes,5.55
33288,Brazil,40,PhD,Divorced,0,Retail,1,No,3559,51,No,7.22
33289,Brazil,35,PhD,Single,3,Hospitality,7,Hybrid,3990,56,No,3.31
33290,Germany,31,PhD,Married,3,Manufacturing,13,Hybrid,2858,59,No,1.87
33291,Japan,48,Diploma,Married,1,Finance,22,No,4164,58,Yes,3.42
33292,Canada,33,Diploma,Single,0,Retail,10,Hybrid,5396,41,No,1.34
33293,South Africa,28,Master,Divorced,2,Retail,25,No,2003,52,Yes,1.06
33294,India,37,Bachelor,Married,1,Healthcare,23,Hybrid,5669,44,No,1.34
33295,Canada,59,High School,Divorced,0,Finance,5,Yes,6681,32,Yes,9.05
33296,India,26,Master,Divorced,2,IT,11,No,5486,55,No,5.07
33297,UK,21,PhD,Single,3,IT,28,No,2746,36,Yes,4.96
33298,Japan,57,PhD,Married,0,Hospitality,0,Yes,2140,47,Yes,7.07
33299,Australia,29,Diploma,Divorced,1,IT,33,No,5856,41,No,4.39
33300,USA,45,Master,Divorced,0,Manufacturing,9,Hybrid,3596,30,No,6.45
33301,Germany,38,PhD,Divorced,0,IT,0,Hybrid,2275,43,No,4.16
33302,Canada,27,Bachelor,Divorced,3,Hospitality,30,Hybrid,2794,36,No,8.8
33303,Canada,32,Diploma,Married,0,IT,12,No,972,59,No,8.88
33304,France,52,PhD,Married,1,Manufacturing,14,No,5051,39,No,9.71
33305,India,38,High School,Married,4,Government,20,No,838,40,No,7.76
33306,Japan,43,PhD,Divorced,1,IT,14,Yes,5038,29,No,2.03
33307,Germany,31,High School,Single,2,Healthcare,2,Hybrid,3626,30,Yes,6.32
33308,UK,35,Diploma,Married,0,Finance,0,Yes,1217,27,No,5.1
33309,India,34,Master,Married,2,Education,7,No,2199,30,No,3.57
33310,UK,34,Diploma,Divorced,0,Manufacturing,3,Hybrid,1392,48,No,9.69
33311,Japan,49,PhD,Single,3,Government,17,Yes,2352,53,No,5.83
33312,France,37,Master,Single,0,Retail,21,No,3141,59,No,4.85
33313,France,54,Diploma,Divorced,4,Manufacturing,5,Yes,5233,36,No,8.85
33314,Germany,39,Diploma,Married,1,Hospitality,3,No,4564,53,No,5.58
33315,South Africa,57,Diploma,Divorced,0,Education,19,No,5572,46,No,2.02
33316,Australia,37,High School,Married,4,Retail,0,Yes,1947,28,Yes,7.36
33317,Japan,36,Master,Married,0,IT,8,Yes,3522,53,No,8.34
33318,USA,32,High School,Married,2,Government,14,Hybrid,2501,33,Yes,9.68
33319,USA,55,Master,Married,3,Manufacturing,0,No,4860,37,Yes,9.67
33320,South Africa,30,PhD,Divorced,3,IT,8,Hybrid,4890,47,No,4.23
33321,India,35,Master,Divorced,1,Education,19,No,2697,30,Yes,7.07
33322,Canada,21,PhD,Single,0,Finance,12,No,913,32,Yes,5.81
33323,USA,47,High School,Divorced,0,Finance,12,Hybrid,2653,51,Yes,5.74
33324,India,34,PhD,Divorced,0,Government,27,Yes,2819,47,No,1.39
33325,USA,58,PhD,Married,1,Healthcare,23,Hybrid,2722,35,Yes,6.13
33326,Germany,50,Diploma,Single,3,IT,0,No,3070,50,Yes,5.8
33327,Australia,27,PhD,Divorced,0,Education,12,Hybrid,5474,52,Yes,8.75
33328,Japan,46,Diploma,Divorced,4,Retail,3,No,4023,48,Yes,1.62
33329,France,35,Diploma,Married,2,Education,25,No,3301,36,No,7.02
33330,UK,26,Diploma,Married,2,Education,6,Yes,4133,31,Yes,6.34
33331,USA,24,PhD,Single,0,Manufacturing,21,No,5058,43,No,2.24
33332,Brazil,46,High School,Married,0,Government,0,Yes,5450,37,Yes,6.6
33333,Brazil,36,Bachelor,Divorced,2,Government,13,Hybrid,2823,37,Yes,4.11
33334,South Africa,46,High School,Single,0,IT,14,No,4510,25,No,2.54
33335,South Africa,21,Master,Divorced,1,IT,21,Hybrid,1271,56,No,4.43
33336,Australia,45,High School,Single,1,Hospitality,9,No,4925,50,Yes,1.19
33337,USA,54,Bachelor,Single,3,Hospitality,15,Yes,1424,34,No,1.24
33338,Brazil,42,High School,Single,4,Education,28,No,2973,57,Yes,8.78
33339,Canada,23,Bachelor,Married,2,Manufacturing,11,Hybrid,1133,37,Yes,3.29
33340,Brazil,46,PhD,Married,0,IT,25,Hybrid,3204,26,Yes,4.85
33341,South Africa,46,Bachelor,Single,2,Retail,19,No,3540,54,Yes,1.37
33342,Brazil,37,High School,Divorced,0,Education,9,Hybrid,2703,57,No,6.55
33343,Brazil,59,Master,Single,3,Retail,4,Hybrid,2303,54,No,6.35
33344,South Africa,22,Master,Divorced,2,Finance,0,Hybrid,511,32,Yes,4.71
33345,Canada,22,High School,Married,4,Finance,17,No,2400,56,No,5.34
33346,Japan,43,Diploma,Single,4,Retail,8,No,5844,29,Yes,7.33
33347,South Africa,34,Master,Single,3,Hospitality,20,No,6073,52,Yes,7.52
33348,Canada,43,PhD,Divorced,0,Finance,0,No,3853,26,No,3.5
33349,Japan,27,High School,Divorced,2,Government,8,Hybrid,3744,34,Yes,9.05
33350,India,27,High School,Single,4,Hospitality,4,No,6512,49,Yes,5.75
33351,Germany,45,Bachelor,Divorced,0,Finance,0,Yes,7022,41,Yes,9.52
33352,USA,26,Bachelor,Divorced,3,Manufacturing,20,Yes,2572,37,Yes,8.31
33353,Australia,58,High School,Married,3,Healthcare,7,No,1620,48,Yes,6.86
33354,Australia,49,Diploma,Divorced,4,Education,12,No,710,37,No,5.3
33355,Brazil,31,PhD,Married,2,Finance,5,No,6167,56,Yes,8.34
33356,UK,55,Bachelor,Divorced,0,Government,13,Yes,2385,51,Yes,4.16
33357,Japan,44,Bachelor,Divorced,0,Government,15,No,2366,43,Yes,4.39
33358,USA,57,Master,Married,1,Government,30,Yes,1753,33,No,4.64
33359,France,42,Bachelor,Divorced,0,Education,18,Yes,1939,51,No,3.21
33360,UK,32,Diploma,Married,3,IT,5,Yes,4987,35,Yes,3.77
33361,France,44,Bachelor,Married,1,Manufacturing,21,Hybrid,1906,53,No,3.37
33362,South Africa,36,Bachelor,Married,0,Government,8,No,1727,41,No,2.74
33363,UK,31,Master,Single,4,IT,7,Hybrid,4484,53,Yes,9.94
33364,Japan,49,Bachelor,Single,0,Hospitality,0,Hybrid,7122,48,No,5.61
33365,Australia,22,Bachelor,Divorced,0,Healthcare,10,Hybrid,1338,33,No,6.28
33366,Australia,56,High School,Divorced,0,Education,2,Yes,1815,35,Yes,8.57
33367,Germany,38,PhD,Married,4,Education,22,Yes,3691,30,No,4.02
33368,South Africa,51,Diploma,Single,0,Government,1,No,7233,51,No,8.15
33369,India,25,Diploma,Divorced,2,Government,19,Yes,7505,46,Yes,7.14
33370,Australia,53,Master,Single,0,Retail,19,No,1682,42,No,9.73
33371,Japan,27,Bachelor,Divorced,2,Finance,10,Hybrid,1007,56,No,2.48
33372,Brazil,24,PhD,Married,0,Manufacturing,20,Yes,2785,58,Yes,4.11
33373,Japan,41,Master,Single,3,Hospitality,8,Yes,1556,50,Yes,4.7
33374,Japan,55,High School,Single,3,Finance,3,Hybrid,5749,53,Yes,3.46
33375,Japan,22,Master,Single,0,Hospitality,2,Hybrid,6736,27,Yes,2.66
33376,Brazil,50,Diploma,Married,0,Government,0,Yes,1444,36,Yes,9.51
33377,Australia,36,PhD,Married,4,Education,26,No,4272,28,Yes,7.62
33378,Japan,53,Bachelor,Single,0,Retail,20,Yes,1667,59,Yes,5.9
33379,South Africa,30,High School,Single,0,Hospitality,6,Hybrid,3258,55,Yes,9.28
33380,Japan,45,High School,Married,2,Healthcare,11,No,897,44,Yes,3.54
33381,Brazil,24,High School,Married,3,Healthcare,24,Hybrid,2255,51,No,5.78
33382,Australia,50,Diploma,Married,0,IT,29,Yes,2174,58,Yes,3.25
33383,India,38,PhD,Married,1,Healthcare,6,Yes,1717,57,No,7.93
33384,UK,31,PhD,Single,0,Hospitality,20,Yes,2921,53,Yes,2.28
33385,Australia,53,High School,Divorced,0,Healthcare,0,Hybrid,1774,45,No,3.58
33386,Germany,24,PhD,Divorced,0,IT,25,Hybrid,1544,29,No,6.67
33387,France,44,High School,Married,1,IT,14,Yes,1807,28,No,6.47
33388,France,54,PhD,Married,1,Government,11,No,2199,29,Yes,6.28
33389,Canada,46,Diploma,Divorced,2,Education,3,Yes,2280,42,No,8.71
33390,Japan,21,Bachelor,Single,1,Education,5,No,586,46,Yes,9.14
33391,Germany,29,PhD,Divorced,0,Manufacturing,5,Yes,4164,57,No,1.57
33392,Brazil,21,Diploma,Divorced,0,Manufacturing,29,Hybrid,3589,51,No,6.49
33393,Germany,47,PhD,Single,4,Hospitality,10,Hybrid,3819,50,No,8.72
33394,France,41,High School,Single,2,Education,4,Hybrid,4066,27,Yes,8.33
33395,South Africa,48,Bachelor,Divorced,1,Healthcare,28,Yes,509,54,Yes,8.54
33396,Canada,59,Diploma,Single,4,Manufacturing,19,Yes,4431,57,Yes,6.23
33397,South Africa,32,Diploma,Divorced,0,IT,32,No,4953,36,No,2.93
33398,Germany,30,High School,Married,1,Finance,7,Hybrid,5585,54,Yes,8.0
33399,UK,44,PhD,Married,0,IT,8,Yes,526,55,Yes,8.72
33400,USA,32,Diploma,Married,4,Finance,23,No,2167,49,Yes,9.19
33401,Germany,59,Diploma,Married,3,Government,6,No,3712,57,No,6.85
33402,Germany,36,Bachelor,Single,0,Finance,0,No,8023,37,Yes,9.85
33403,France,28,Bachelor,Divorced,2,Manufacturing,8,No,6090,54,No,4.14
33404,UK,30,Diploma,Divorced,3,Education,16,Hybrid,2782,47,Yes,7.97
33405,Australia,52,Diploma,Single,2,Education,9,Hybrid,2806,36,No,3.0
33406,South Africa,40,Master,Single,0,Manufacturing,11,No,3070,45,Yes,8.24
33407,USA,34,Diploma,Divorced,2,Retail,10,Yes,6558,33,No,4.57
33408,USA,32,High School,Married,0,IT,13,Hybrid,569,28,No,9.51
33409,USA,54,Master,Single,2,Hospitality,22,Yes,1702,38,No,4.05
33410,Canada,53,Bachelor,Divorced,0,Finance,8,No,3889,51,Yes,9.95
33411,Japan,53,PhD,Married,0,IT,2,No,1900,40,Yes,4.94
33412,Canada,40,High School,Divorced,1,Retail,5,No,2661,41,No,2.57
33413,Canada,47,High School,Single,0,Retail,15,Yes,3568,40,No,7.87
33414,France,25,Master,Single,3,Manufacturing,13,No,2794,27,No,6.32
33415,Australia,36,Master,Single,0,Healthcare,3,Hybrid,2475,39,No,2.4
33416,UK,26,Master,Single,3,IT,18,No,1505,39,Yes,1.52
33417,Canada,59,Master,Single,0,Healthcare,19,Hybrid,1958,47,No,8.77
33418,Australia,47,Master,Divorced,1,IT,15,Hybrid,3360,48,Yes,3.44
33419,Canada,37,High School,Single,0,Hospitality,4,Yes,3300,28,Yes,4.82
33420,Canada,30,PhD,Single,4,Finance,30,No,3153,28,No,8.94
33421,Germany,40,Master,Married,3,IT,11,Hybrid,1586,46,Yes,7.55
33422,UK,49,Bachelor,Divorced,4,Healthcare,3,No,2341,32,No,6.81
33423,Canada,46,Master,Married,0,Hospitality,2,Hybrid,4411,51,No,5.16
33424,Brazil,22,Master,Married,0,Education,4,No,2973,36,Yes,9.02
33425,India,41,Diploma,Divorced,0,IT,22,No,4613,59,No,6.93
33426,France,58,PhD,Divorced,0,Retail,14,Yes,2872,29,No,7.37
33427,India,58,Master,Divorced,2,Education,29,Yes,6517,25,No,8.02
33428,South Africa,52,Diploma,Married,4,Hospitality,9,No,1548,54,No,2.26
33429,Brazil,21,PhD,Divorced,0,Government,33,Yes,1662,57,Yes,8.34
33430,India,34,Diploma,Divorced,0,Education,18,Yes,6986,57,Yes,6.69
33431,South Africa,55,Bachelor,Single,4,Education,13,Yes,1300,37,Yes,2.96
33432,UK,42,PhD,Married,3,Hospitality,7,Hybrid,6635,52,Yes,8.26
33433,India,34,Bachelor,Single,0,Healthcare,14,No,3876,55,Yes,7.87
33434,Canada,40,Bachelor,Married,3,Healthcare,1,Yes,1887,52,Yes,9.01
33435,Japan,29,Master,Divorced,0,Education,0,No,6392,43,No,3.64
33436,Germany,33,Master,Divorced,0,Finance,5,Hybrid,3349,55,No,9.74
33437,USA,57,Master,Divorced,0,Manufacturing,7,Hybrid,2618,46,No,6.62
33438,Canada,47,Bachelor,Divorced,4,Finance,11,No,3232,30,Yes,3.59
33439,Germany,30,Diploma,Single,3,IT,22,No,4421,28,Yes,4.54
33440,India,40,Bachelor,Married,0,IT,20,No,3398,50,Yes,4.03
33441,USA,33,Diploma,Divorced,0,Government,8,No,6923,50,Yes,4.52
33442,Australia,29,Bachelor,Divorced,0,Retail,4,Hybrid,5691,44,No,9.14
33443,South Africa,56,Diploma,Married,0,Manufacturing,25,No,6350,32,No,7.15
33444,South Africa,36,Master,Single,0,Healthcare,7,Yes,7136,36,No,9.26
33445,USA,27,High School,Divorced,0,Government,3,Yes,4291,59,Yes,1.47
33446,Japan,44,High School,Single,0,Manufacturing,0,Hybrid,1234,39,No,3.79
33447,South Africa,49,High School,Single,1,Hospitality,0,Hybrid,7169,29,No,2.09
33448,UK,57,PhD,Married,2,Retail,8,No,2832,35,Yes,4.5
33449,Germany,49,PhD,Single,4,Government,6,Hybrid,6398,44,Yes,6.89
33450,Germany,53,High School,Married,4,Government,17,Hybrid,1115,34,No,8.69
33451,France,41,Diploma,Single,0,IT,21,Hybrid,2463,32,No,1.81
33452,South Africa,43,PhD,Single,4,Hospitality,28,Hybrid,4116,42,No,7.34
33453,Canada,43,Master,Married,0,IT,24,Yes,3932,28,No,8.81
33454,Brazil,29,Master,Married,4,Hospitality,23,Hybrid,5128,57,Yes,5.41
33455,Germany,59,PhD,Single,1,Finance,1,Hybrid,4336,38,No,1.6
33456,Canada,54,High School,Single,0,Retail,3,No,3928,47,No,2.86
33457,Canada,42,Bachelor,Single,0,Education,25,Yes,5982,59,Yes,4.96
33458,Australia,44,High School,Single,0,Manufacturing,4,Hybrid,776,54,Yes,3.85
33459,UK,33,Diploma,Single,3,IT,5,Hybrid,7477,48,No,4.52
33460,South Africa,33,Diploma,Divorced,0,Education,6,Yes,2507,25,Yes,3.41
33461,South Africa,35,Master,Single,0,IT,2,No,4196,31,Yes,2.29
33462,France,26,Diploma,Single,0,Manufacturing,3,Hybrid,3619,45,No,6.62
33463,UK,37,PhD,Single,4,Retail,12,No,913,47,No,9.52
33464,Australia,34,Diploma,Divorced,2,Finance,26,No,3491,31,No,5.83
33465,Brazil,44,High School,Single,3,Government,17,No,1799,55,No,6.76
33466,India,30,Bachelor,Divorced,4,Government,10,Yes,1884,48,No,7.18
33467,UK,27,Master,Divorced,2,Government,3,No,7533,29,Yes,3.09
33468,UK,38,PhD,Married,3,Government,22,Hybrid,4131,51,Yes,4.29
33469,Australia,50,Bachelor,Single,2,Retail,7,No,5702,30,No,6.49
33470,France,53,Diploma,Single,4,Finance,9,Hybrid,1101,29,Yes,3.92
33471,Germany,21,High School,Divorced,0,Education,1,Hybrid,2292,28,No,4.73
33472,South Africa,51,Master,Married,1,IT,32,No,2810,36,Yes,1.92
33473,France,59,Master,Single,4,Finance,0,Hybrid,1662,39,Yes,6.15
33474,Brazil,57,Master,Single,0,Finance,11,Yes,4040,50,No,9.83
33475,USA,56,Diploma,Married,4,Manufacturing,16,Hybrid,5278,41,No,8.08
33476,Japan,54,High School,Divorced,0,Finance,16,Hybrid,3105,46,No,7.16
33477,France,26,High School,Divorced,0,Education,7,No,4035,42,Yes,1.5
33478,South Africa,39,Bachelor,Single,1,Healthcare,20,No,5649,49,No,9.52
33479,UK,30,Bachelor,Married,0,IT,1,No,4694,57,No,3.57
33480,Brazil,58,High School,Divorced,3,Retail,20,No,2172,36,No,5.27
33481,India,36,Bachelor,Divorced,0,Manufacturing,11,No,1627,25,Yes,2.35
33482,Canada,21,Master,Divorced,0,Manufacturing,9,Hybrid,6294,37,Yes,1.9
33483,South Africa,58,Bachelor,Married,0,Government,3,No,2686,44,Yes,8.86
33484,Japan,45,PhD,Divorced,1,IT,1,Hybrid,4244,27,Yes,6.26
33485,Germany,42,PhD,Single,3,Education,2,Hybrid,2680,40,No,6.31
33486,UK,41,Diploma,Married,2,Education,11,Yes,4840,43,Yes,7.25
33487,Australia,38,High School,Divorced,0,Healthcare,2,Hybrid,2693,25,No,9.92
33488,Germany,51,PhD,Divorced,0,Manufacturing,18,No,3995,37,No,8.38
33489,USA,39,High School,Married,1,Manufacturing,23,Yes,1007,43,Yes,3.78
33490,France,49,Bachelor,Single,0,Retail,19,Hybrid,2022,38,Yes,9.68
33491,France,42,High School,Divorced,0,Hospitality,0,Yes,3049,45,No,9.71
33492,South Africa,35,Diploma,Single,1,Healthcare,24,Yes,2908,38,No,6.08
33493,USA,54,Diploma,Divorced,0,Government,17,No,2429,48,Yes,6.22
33494,India,33,High School,Divorced,3,Government,14,No,3412,47,Yes,1.6
33495,Japan,45,Diploma,Divorced,4,Finance,6,Hybrid,2239,50,Yes,3.81
33496,Canada,42,Master,Married,0,Government,15,Yes,1679,51,Yes,4.16
33497,Germany,22,Bachelor,Single,0,IT,10,Yes,1472,51,Yes,6.81
33498,Australia,33,Bachelor,Single,0,Education,14,Hybrid,3280,48,Yes,6.96
33499,Canada,26,Bachelor,Married,0,Hospitality,10,No,1002,32,Yes,9.06
33500,France,53,Master,Divorced,0,Retail,7,Yes,1074,44,Yes,6.79
33501,Canada,58,Diploma,Divorced,2,Healthcare,2,Yes,5301,56,No,5.21
33502,India,52,PhD,Married,4,Healthcare,9,No,2637,40,No,6.64
33503,Australia,35,Bachelor,Single,2,Retail,1,No,6868,26,Yes,8.21
33504,Canada,50,PhD,Single,3,Hospitality,0,No,3788,33,No,6.87
33505,Japan,51,Diploma,Single,3,IT,8,Hybrid,1477,58,Yes,3.92
33506,Japan,29,Master,Married,1,Healthcare,15,Hybrid,1462,27,Yes,6.73
33507,Australia,38,Master,Divorced,0,IT,7,No,4362,29,Yes,1.1
33508,Brazil,34,PhD,Divorced,0,Education,25,Hybrid,2429,42,No,8.53
33509,USA,27,PhD,Divorced,2,Manufacturing,5,Yes,2885,36,Yes,1.69
33510,Brazil,51,PhD,Divorced,3,Education,6,Hybrid,2631,51,Yes,6.13
33511,Germany,44,High School,Single,0,IT,9,Hybrid,1523,34,No,8.56
33512,Germany,29,Diploma,Divorced,1,IT,16,No,2705,45,Yes,4.39
33513,USA,52,Bachelor,Married,0,Finance,19,No,3071,44,Yes,6.82
33514,Canada,32,Master,Single,2,Manufacturing,9,No,995,43,Yes,8.4
33515,UK,42,Diploma,Married,3,Education,27,No,3389,57,Yes,7.99
33516,Australia,49,Diploma,Married,0,IT,29,Hybrid,1388,59,No,6.29
33517,South Africa,23,Diploma,Married,0,Retail,13,Yes,1276,33,No,2.14
33518,Japan,58,High School,Single,0,Retail,0,No,2139,43,No,6.74
33519,South Africa,51,Master,Single,0,Healthcare,3,No,4745,42,Yes,7.49
33520,France,52,PhD,Single,0,Healthcare,0,Yes,2171,31,No,2.05
33521,Australia,36,Master,Married,2,Hospitality,28,No,1275,53,No,9.15
33522,Japan,41,Diploma,Married,2,Government,31,Yes,1060,53,No,1.75
33523,USA,51,Master,Single,0,Government,26,Yes,937,54,No,7.05
33524,France,35,PhD,Married,4,Hospitality,29,Yes,1707,28,No,9.18
33525,USA,38,High School,Divorced,1,IT,16,No,947,55,No,5.94
33526,USA,27,PhD,Married,2,Retail,7,No,3214,42,Yes,2.7
33527,USA,50,High School,Divorced,0,Healthcare,13,Hybrid,6352,40,No,8.75
33528,Germany,32,Diploma,Married,0,Manufacturing,21,Yes,2975,33,No,9.51
33529,UK,48,Master,Single,4,Manufacturing,10,Hybrid,1601,56,No,6.06
33530,UK,56,Master,Divorced,0,Education,7,No,1184,51,Yes,6.42
33531,UK,27,High School,Married,0,Manufacturing,8,No,560,59,Yes,9.81
33532,Australia,42,Diploma,Divorced,1,Retail,25,Yes,2811,44,No,2.42
33533,India,49,Master,Single,0,Manufacturing,2,No,2937,29,No,5.58
33534,India,50,Diploma,Married,4,Finance,12,Yes,7819,58,Yes,3.51
33535,South Africa,36,Diploma,Single,0,Government,27,Hybrid,3958,35,Yes,8.09
33536,Japan,34,Diploma,Divorced,4,Manufacturing,21,No,4059,50,No,5.75
33537,India,34,High School,Married,2,Healthcare,6,No,5548,31,No,2.29
33538,Japan,53,Bachelor,Married,0,IT,33,No,2849,56,No,4.04
33539,USA,47,High School,Married,1,Manufacturing,21,Hybrid,3440,55,Yes,6.77
33540,USA,34,High School,Married,2,Retail,14,Hybrid,6548,32,Yes,7.29
33541,USA,37,PhD,Single,0,IT,18,Yes,3719,29,Yes,8.24
33542,USA,23,PhD,Single,1,Education,5,No,2599,58,Yes,8.43
33543,UK,34,Master,Married,0,Finance,5,Yes,729,58,Yes,8.11
33544,UK,50,High School,Married,0,Government,13,Hybrid,3584,46,Yes,9.51
33545,Japan,26,High School,Married,1,Finance,2,Hybrid,1571,25,Yes,2.19
33546,South Africa,36,Master,Married,0,Retail,12,No,1799,26,No,2.98
33547,France,25,High School,Married,0,Education,4,Yes,3661,35,No,3.29
33548,Brazil,34,Diploma,Divorced,0,IT,19,Hybrid,1678,42,No,6.42
33549,Canada,29,Diploma,Married,0,Finance,13,No,3065,31,Yes,1.57
33550,India,51,High School,Divorced,0,Retail,6,Yes,3427,36,Yes,6.0
33551,Germany,56,Master,Divorced,3,Retail,15,Yes,1036,38,No,3.95
33552,India,29,Master,Divorced,0,Finance,28,Yes,6646,26,No,4.01
33553,Germany,21,Diploma,Single,0,Manufacturing,0,Hybrid,3819,38,Yes,7.86
33554,France,51,Master,Married,2,Government,7,No,3489,52,Yes,4.68
33555,Japan,58,Master,Single,0,Retail,3,No,2256,39,No,3.96
33556,UK,25,High School,Married,3,Education,19,No,4309,57,Yes,7.69
33557,Canada,46,Diploma,Single,1,Manufacturing,4,Hybrid,3931,41,No,7.46
33558,South Africa,46,PhD,Married,0,Manufacturing,17,No,3799,46,Yes,5.13
33559,Australia,58,Master,Married,1,Government,24,Hybrid,651,46,Yes,4.84
33560,France,49,PhD,Divorced,0,Hospitality,15,Yes,2787,25,Yes,4.89
33561,Japan,49,Bachelor,Single,0,Hospitality,17,Yes,6002,27,No,2.95
33562,USA,38,Master,Divorced,0,Finance,13,Hybrid,6229,39,No,3.33
33563,UK,48,Bachelor,Divorced,0,Government,23,No,1826,45,Yes,6.0
33564,Australia,59,Bachelor,Single,2,Finance,5,No,7044,32,Yes,4.35
33565,South Africa,46,Bachelor,Single,0,Education,0,Hybrid,1481,58,No,6.96
33566,Canada,27,PhD,Single,4,Healthcare,31,No,592,44,Yes,8.3
33567,India,42,Master,Divorced,0,Government,22,Hybrid,3582,29,Yes,8.48
33568,France,31,Bachelor,Divorced,0,Manufacturing,5,Hybrid,3038,36,No,2.53
33569,France,43,Bachelor,Single,4,Finance,7,Hybrid,1968,50,Yes,2.04
